months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger,elapsed_fraction
2.42,4461.2,Toyota,RAV4,2011,petrol,full_service,59,3538.8,average,km,0.5576
0.32,955.0,Honda,Accord,2013,diesel,inspection,117,11045.0,heavy,km,0.0767
4.86,4728.2,BMW,X3,2015,petrol,oil_change,45,1428.8,light,time,0.7677
5.33,9527.0,Volkswagen,Polo,2020,petrol,oil_change,8,473.0,average,km,0.9507
1.68,2551.7,Maruti,Vitara,2021,petrol,oil_change,168,8338.3,average,time,0.2326
0.94,1462.9,Maruti,Vitara,2017,hybrid,inspection,116,5653.2,average,time,0.1975
7.63,29324.4,Hyundai,Creta,2023,electric,brake_service,174,22005.1,heavy,time,0.5712
3.09,6320.6,Toyota,Corolla,2020,petrol,oil_change,55,3679.4,average,km,0.6302
4.67,6096.9,Honda,Accord,2013,petrol,inspection,45,1903.1,average,km,0.76
2.4,7968.3,Volkswagen,Tiguan,2015,petrol,inspection,1,31.7,heavy,km,0.9931
0.51,1561.9,Volkswagen,Polo,2016,diesel,brake_service,130,13438.1,heavy,km,0.1059
0.28,634.6,Maruti,Baleno,2018,petrol,full_service,113,9365.4,heavy,km,0.0701
2.8,2968.7,Honda,Accord,2016,diesel,oil_change,85,2910.7,average,time,0.501
1.38,4347.3,Toyota,Camry,2019,diesel,inspection,105,10652.7,heavy,km,0.2853
5.23,3464.2,Volkswagen,Polo,2013,diesel,full_service,23,483.5,light,time,0.8757
1.6,5323.0,Volkswagen,Tiguan,2018,petrol,oil_change,43,4677.0,heavy,km,0.5327
2.52,9761.7,Toyota,Corolla,2017,diesel,inspection,43,5238.3,heavy,km,0.6428
0.07,7.1,Volkswagen,Polo,2010,petrol,oil_change,170,4446.6,light,time,0.0121
4.04,6042.2,Maruti,Swift,2015,hybrid,oil_change,34,1656.1,average,time,0.7847
2.63,5333.2,Maruti,Swift,2020,hybrid,full_service,94,6273.8,average,time,0.46
5.15,8999.2,Ford,Focus,2018,diesel,oil_change,48,2752.1,average,time,0.7648
2.53,9159.6,Volkswagen,Polo,2021,petrol,oil_change,15,1840.4,heavy,km,0.8374
2.65,8573.7,Hyundai,Tucson,2023,hybrid,full_service,43,4626.3,heavy,km,0.6528
6.18,4798.9,Toyota,Corolla,2018,petrol,oil_change,2,43.4,light,time,0.991
2.03,4940.6,Maruti,Swift,2010,hybrid,inspection,58,4659.4,heavy,km,0.514
4.2,2246.0,Volkswagen,Polo,2011,petrol,oil_change,58,1032.5,light,time,0.6868
3.86,9289.5,BMW,5 Series,2022,petrol,oil_change,21,1710.5,heavy,km,0.8466
3.25,6512.9,Hyundai,Tucson,2021,petrol,brake_service,67,4487.1,average,km,0.5959
5.15,3705.9,Volkswagen,Golf,2020,petrol,oil_change,23,545.6,light,time,0.8732
1.84,1177.2,Hyundai,Creta,2017,petrol,full_service,138,2820.2,light,time,0.2878
9.22,8516.2,Honda,CR-V,2024,electric,full_service,65,1986.1,light,time,0.8125
1.6,1350.2,Hyundai,Creta,2013,petrol,full_service,131,3286.6,light,time,0.2705
3.29,3431.6,Volkswagen,Golf,2016,hybrid,oil_change,70,2368.9,light,time,0.5878
5.22,3785.6,Volkswagen,Golf,2019,hybrid,oil_change,51,1220.9,light,time,0.758
1.86,3251.6,Ford,Focus,2021,petrol,full_service,121,7051.6,average,time,0.3177
2.8,4591.3,Volkswagen,Golf,2019,petrol,brake_service,101,5408.7,average,km,0.4577
0.01,0.0,Hyundai,Tucson,2013,petrol,oil_change,173,4181.4,light,time,0.001
0.69,586.6,Ford,Focus,2017,diesel,oil_change,174,4825.6,light,time,0.1083
10.62,12521.7,Hyundai,Creta,2019,electric,full_service,8,326.4,light,time,0.9745
3.31,6542.6,Toyota,Camry,2016,petrol,oil_change,55,3457.4,average,km,0.6488
7.58,5467.6,Maruti,Baleno,2018,electric,full_service,112,2626.8,light,time,0.6735
0.96,978.3,Honda,CR-V,2023,petrol,full_service,152,5184.7,light,time,0.161
3.18,4027.0,Toyota,Corolla,2020,diesel,full_service,66,2731.7,light,time,0.5943
0.05,0.0,Maruti,Vitara,2021,hybrid,oil_change,146,6144.9,average,time,0.0112
5.22,4470.8,Hyundai,Tucson,2012,hybrid,oil_change,40,1114.8,light,time,0.7984
0.44,1251.5,Toyota,RAV4,2012,petrol,brake_service,72,6748.5,heavy,km,0.157
3.39,2052.0,Honda,Civic,2021,electric,brake_service,298,6052.5,light,time,0.2572
5.61,8283.7,Honda,Accord,2024,petrol,full_service,13,617.7,average,time,0.9306
1.3,3985.1,Honda,CR-V,2020,diesel,full_service,102,10086.4,heavy,time,0.2782
4.14,6870.7,Volkswagen,Polo,2017,petrol,full_service,33,1825.8,average,time,0.7909
5.44,8249.9,Toyota,RAV4,2018,diesel,full_service,4,173.6,average,time,0.9792
0.47,1392.3,Hyundai,i20,2014,diesel,oil_change,116,10607.7,heavy,km,0.1108
2.05,7856.9,Volkswagen,Polo,2023,petrol,inspection,26,3143.1,heavy,km,0.7089
1.69,819.7,Hyundai,i20,2015,petrol,full_service,113,1777.0,light,time,0.3142
1.41,2306.8,Ford,Focus,2019,hybrid,oil_change,126,7014.0,average,time,0.2539
5.13,15256.6,Volkswagen,Golf,2023,diesel,oil_change,13,1243.4,heavy,km,0.9243
1.4,2184.6,Toyota,Corolla,2024,diesel,full_service,129,6613.9,average,time,0.2487
1.32,1349.4,Toyota,RAV4,2019,diesel,full_service,146,4869.8,light,time,0.2156
1.41,3217.1,BMW,3 Series,2013,petrol,inspection,62,4782.9,average,km,0.4097
4.14,9044.9,Ford,Focus,2017,petrol,inspection,13,955.1,average,km,0.9068
4.06,9377.0,Maruti,Vitara,2014,diesel,oil_change,35,2623.0,average,km,0.7809
2.45,2438.0,Hyundai,Creta,2021,petrol,brake_service,86,2776.3,average,time,0.4655
4.97,4542.2,Hyundai,Creta,2013,petrol,oil_change,6,191.7,light,time,0.9594
1.55,2668.9,BMW,3 Series,2020,diesel,oil_change,138,7911.4,average,time,0.2552
1.67,2449.5,BMW,5 Series,2019,petrol,oil_change,135,6463.7,average,time,0.2728
4.1,5394.5,Volkswagen,Golf,2010,petrol,oil_change,56,2461.8,average,time,0.6889
10.32,20165.6,Honda,Accord,2011,electric,oil_change,58,3752.4,average,time,0.8431
2.48,6316.4,Toyota,Corolla,2018,petrol,brake_service,43,3683.6,heavy,km,0.6395
0.65,679.4,Honda,Civic,2012,hybrid,oil_change,140,4974.1,average,time,0.1238
0.78,1022.1,Volkswagen,Polo,2021,petrol,oil_change,142,5855.4,average,time,0.1426
5.25,11240.0,Maruti,Swift,2011,diesel,oil_change,2,153.2,average,time,0.9866
6.04,11616.5,Hyundai,Tucson,2015,electric,inspection,179,11248.3,average,time,0.5072
3.52,6927.0,Toyota,RAV4,2012,petrol,oil_change,17,1073.0,average,km,0.8641
2.61,4467.4,BMW,3 Series,2013,petrol,full_service,64,3532.6,average,km,0.555
11.55,7948.9,Hyundai,Creta,2021,electric,brake_service,27,617.1,light,time,0.9282
3.73,3572.3,Honda,Civic,2024,petrol,oil_change,79,2486.8,light,time,0.5902
4.39,6489.3,Toyota,Camry,2010,petrol,oil_change,31,1510.7,average,km,0.8119
2.48,3995.3,Volkswagen,Tiguan,2024,petrol,oil_change,96,4927.8,average,time,0.4394
1.61,2809.4,BMW,5 Series,2012,petrol,oil_change,89,5190.6,average,km,0.3552
3.75,13233.4,BMW,X3,2021,diesel,oil_change,28,3266.6,heavy,km,0.8019
10.01,17832.6,Ford,Fiesta,2018,electric,oil_change,74,4365.5,average,time,0.804
1.96,2639.0,Honda,Civic,2010,diesel,full_service,116,5291.5,average,time,0.3387
3.35,3262.0,Toyota,Camry,2024,hybrid,oil_change,57,1793.1,light,time,0.6417
0.19,352.7,Honda,Accord,2016,hybrid,oil_change,170,9679.9,average,time,0.0336
2.33,2136.7,Hyundai,Tucson,2019,petrol,full_service,93,2763.3,light,time,0.4334
2.4,3910.3,Hyundai,Creta,2013,diesel,brake_service,79,4235.5,average,time,0.4792
0.21,472.6,Hyundai,Creta,2013,petrol,brake_service,97,7527.4,heavy,km,0.0619
0.36,646.1,Toyota,RAV4,2022,petrol,full_service,162,10353.9,average,km,0.064
4.97,4270.3,Maruti,Vitara,2014,petrol,oil_change,38,1075.3,light,time,0.8013
0.08,255.8,Toyota,RAV4,2023,petrol,oil_change,94,10744.2,heavy,km,0.0262
2.11,2657.9,Hyundai,Creta,2017,petrol,inspection,125,5203.9,average,time,0.3401
2.28,2174.4,BMW,5 Series,2016,petrol,inspection,107,3391.7,light,time,0.3927
2.77,1934.9,BMW,3 Series,2014,petrol,full_service,91,2049.5,light,time,0.4806
2.89,5541.5,Honda,Accord,2014,petrol,full_service,39,2458.5,average,km,0.694
3.18,2816.1,BMW,3 Series,2023,petrol,oil_change,94,2757.1,light,time,0.5072
7.03,8911.9,Hyundai,Creta,2014,electric,oil_change,170,7064.7,light,time,0.5568
4.25,6620.7,Maruti,Vitara,2024,diesel,oil_change,56,2837.3,average,time,0.6986
0.42,361.6,Maruti,Vitara,2022,diesel,oil_change,173,4276.8,light,time,0.0688
6.08,9162.1,Toyota,Corolla,2023,electric,inspection,181,9037.7,average,time,0.506
3.95,5082.4,Hyundai,Creta,2018,petrol,oil_change,33,1366.9,average,time,0.7868
1.62,5029.3,Toyota,Camry,2015,hybrid,full_service,44,4570.7,heavy,km,0.5287
6.32,10371.9,Ford,Escape,2020,electric,full_service,150,8125.1,heavy,time,0.5619
2.29,3030.8,Hyundai,Creta,2018,petrol,oil_change,122,5284.8,average,time,0.3644
0.01,0.0,BMW,X3,2013,diesel,inspection,172,6529.3,average,time,0.001
1.91,5921.7,Ford,Focus,2024,hybrid,brake_service,71,7278.3,heavy,km,0.4511
5.18,3705.7,Volkswagen,Tiguan,2011,petrol,full_service,5,128.8,light,time,0.9668
4.44,6778.5,Volkswagen,Golf,2016,diesel,full_service,14,676.2,average,time,0.9091
0.92,1667.1,Ford,Escape,2011,petrol,full_service,106,6332.9,average,km,0.2086
1.92,4751.7,Volkswagen,Golf,2011,diesel,inspection,91,7248.3,heavy,km,0.392
6.23,8154.9,Ford,Focus,2019,diesel,full_service,44,1909.2,average,time,0.8099
8.76,17631.2,BMW,5 Series,2020,electric,brake_service,86,5730.6,average,time,0.7554
3.05,3328.1,Volkswagen,Tiguan,2017,diesel,inspection,91,3267.9,light,time,0.506
2.83,2070.8,Hyundai,Creta,2022,petrol,full_service,96,2263.7,light,time,0.4735
3.19,4206.8,BMW,3 Series,2020,hybrid,oil_change,81,3520.6,average,time,0.5441
5.81,6515.8,BMW,5 Series,2017,petrol,full_service,31,1119.8,light,time,0.852
3.96,4774.9,Honda,Accord,2014,petrol,inspection,73,2900.0,average,time,0.6227
5.84,11107.6,Ford,Focus,2023,diesel,oil_change,29,1788.5,average,time,0.8607
1.69,4329.2,Honda,CR-V,2024,petrol,oil_change,81,6670.8,heavy,km,0.387
4.23,7553.2,Toyota,Corolla,2011,diesel,inspection,49,2889.2,average,time,0.7225
2.71,8796.2,Toyota,Camry,2021,petrol,oil_change,20,2203.8,heavy,km,0.806
3.34,2845.4,Volkswagen,Golf,2023,electric,inspection,253,7081.9,light,time,0.2868
1.23,1402.1,Hyundai,Tucson,2021,petrol,oil_change,128,4742.1,average,time,0.2258
1.08,1696.8,Toyota,Corolla,2023,diesel,full_service,174,8801.4,average,time,0.1597
4.3,13297.7,Honda,Civic,2020,diesel,inspection,17,1702.3,heavy,km,0.8852
3.44,4652.9,Hyundai,i20,2011,petrol,brake_service,73,3347.1,average,km,0.589
0.55,1800.5,Honda,CR-V,2017,petrol,oil_change,78,8199.5,heavy,km,0.1765
0.44,1706.1,Hyundai,i20,2015,petrol,oil_change,50,6293.9,heavy,km,0.2102
1.2,967.6,Maruti,Swift,2017,petrol,oil_change,135,3519.3,light,time,0.2127
1.13,4575.4,Honda,Accord,2013,diesel,oil_change,56,7424.6,heavy,km,0.38
3.89,6190.3,Volkswagen,Polo,2010,diesel,inspection,89,4624.3,average,time,0.5715
0.65,466.0,Ford,Focus,2012,diesel,oil_change,188,3304.6,light,time,0.0946
3.02,11311.5,Ford,Fiesta,2020,diesel,full_service,30,3688.5,heavy,km,0.752
2.8,4652.0,Toyota,Camry,2010,petrol,oil_change,63,3348.0,average,km,0.5741
5.03,3457.9,BMW,3 Series,2013,petrol,oil_change,49,1069.5,light,time,0.7584
1.86,6266.4,BMW,X3,2022,hybrid,full_service,63,6933.6,heavy,km,0.4752
3.6,4296.1,Honda,Accord,2020,hybrid,inspection,45,1759.8,average,time,0.7096
3.48,9823.8,Volkswagen,Golf,2018,electric,full_service,309,28489.5,heavy,time,0.255
2.49,7170.4,BMW,3 Series,2016,petrol,inspection,30,2829.6,heavy,km,0.717
2.06,5955.5,Honda,Accord,2013,petrol,oil_change,21,2044.5,heavy,km,0.7513
0.46,415.1,Honda,Civic,2010,petrol,oil_change,144,4820.8,average,time,0.0884
5.72,5002.1,Maruti,Vitara,2017,hybrid,oil_change,11,323.4,light,time,0.9399
5.09,9167.5,Hyundai,Tucson,2015,hybrid,full_service,6,432.5,average,km,0.9618
1.35,3279.5,Hyundai,Creta,2013,electric,full_service,279,22669.0,heavy,time,0.1279
2.92,5214.8,BMW,3 Series,2010,petrol,oil_change,48,2785.2,average,km,0.6489
0.12,183.9,Toyota,Corolla,2010,petrol,oil_change,178,7816.1,average,km,0.0201
0.42,692.2,BMW,X3,2013,diesel,full_service,195,10064.3,average,time,0.0616
2.05,4999.7,Volkswagen,Polo,2014,petrol,full_service,37,3000.3,average,km,0.6278
2.37,1765.0,Ford,Fiesta,2014,diesel,oil_change,79,1789.6,light,time,0.4759
3.2,6351.3,Honda,Civic,2014,petrol,oil_change,25,1648.7,average,km,0.795
3.69,5601.3,Hyundai,Creta,2011,diesel,brake_service,47,2376.0,average,time,0.7054
1.11,1781.4,BMW,5 Series,2014,petrol,oil_change,120,6218.6,average,km,0.2199
6.32,11096.1,Hyundai,i20,2010,diesel,oil_change,10,595.6,average,time,0.9493
0.61,723.9,Hyundai,i20,2019,petrol,full_service,147,5040.7,average,time,0.1115
2.65,7352.9,Honda,Civic,2012,petrol,oil_change,8,647.1,heavy,km,0.9146
3.31,4236.9,Maruti,Swift,2010,electric,brake_service,295,12440.0,average,time,0.2548
0.81,1119.1,BMW,5 Series,2022,diesel,full_service,161,7132.8,average,time,0.1335
4.9,4773.8,Maruti,Vitara,2020,hybrid,full_service,20,642.2,light,time,0.8812
2.96,8601.3,Toyota,Camry,2022,diesel,oil_change,84,7898.7,heavy,km,0.5187
0.74,1730.4,Maruti,Baleno,2013,petrol,inspection,86,6269.6,average,km,0.2074
0.21,346.4,Toyota,Corolla,2011,hybrid,full_service,175,6794.6,average,time,0.036
1.0,1819.5,Maruti,Swift,2019,petrol,full_service,133,8180.5,average,km,0.1857
2.12,3342.6,Honda,CR-V,2014,petrol,oil_change,87,4657.4,average,km,0.4254
0.52,1287.8,Honda,Civic,2011,diesel,full_service,133,10712.2,heavy,km,0.106
2.7,3296.2,Toyota,RAV4,2024,petrol,oil_change,108,4311.3,average,time,0.4321
0.17,550.5,Honda,CR-V,2017,petrol,oil_change,91,9449.5,heavy,km,0.0548
0.33,419.6,Ford,Focus,2018,diesel,full_service,130,5016.6,average,time,0.0718
4.13,6933.5,Hyundai,Creta,2024,electric,brake_service,263,14653.6,average,time,0.3236
4.35,2919.7,Volkswagen,Golf,2020,petrol,oil_change,23,486.6,light,time,0.8519
1.48,2246.7,Ford,Focus,2017,petrol,oil_change,126,6215.4,average,time,0.2638
1.68,5698.5,Ford,Fiesta,2013,petrol,oil_change,20,2301.5,heavy,km,0.7213
4.14,4050.0,Hyundai,Creta,2023,petrol,inspection,64,2028.8,light,time,0.6629
5.41,13970.2,Honda,Accord,2021,diesel,full_service,30,2529.8,heavy,km,0.8468
1.08,2837.4,BMW,5 Series,2021,petrol,oil_change,94,8162.6,heavy,km,0.2598
4.56,6498.8,Toyota,RAV4,2016,petrol,full_service,29,1334.2,average,time,0.8282
1.74,2208.0,Maruti,Swift,2015,electric,inspection,274,11727.9,average,time,0.1616
4.0,3418.4,BMW,3 Series,2021,hybrid,brake_service,66,1843.8,light,time,0.6471
2.49,1422.7,BMW,X3,2016,petrol,full_service,92,1802.5,light,time,0.4507
0.41,583.3,Toyota,Corolla,2017,diesel,brake_service,158,7809.1,average,time,0.0732
3.86,3349.9,Hyundai,Creta,2022,hybrid,oil_change,81,2240.1,light,time,0.5911
1.19,2349.3,Hyundai,i20,2018,electric,full_service,342,21929.8,average,time,0.0955
5.81,10994.2,BMW,5 Series,2017,electric,oil_change,177,10970.6,average,time,0.5003
5.66,7972.7,Ford,Escape,2024,diesel,full_service,22,1014.0,average,time,0.887
2.77,7310.5,Ford,Focus,2017,petrol,full_service,31,2689.5,heavy,km,0.7311
4.31,5026.8,Honda,Accord,2015,diesel,full_service,34,1292.7,average,time,0.7957
3.52,5551.9,Toyota,Corolla,2015,petrol,full_service,48,2448.1,average,km,0.6904
4.09,7314.7,Hyundai,Creta,2014,petrol,full_service,13,685.3,average,km,0.9077
3.8,5035.0,Hyundai,Creta,2017,petrol,oil_change,65,2910.2,average,time,0.6388
1.31,864.8,Ford,Fiesta,2019,petrol,brake_service,95,2113.3,light,time,0.2951
0.84,1213.8,Hyundai,Creta,2024,diesel,full_service,176,8594.9,average,time,0.1274
0.85,1082.6,Maruti,Vitara,2019,electric,oil_change,296,13325.2,average,time,0.0808
0.95,1772.6,Toyota,RAV4,2014,hybrid,full_service,136,7827.4,average,km,0.175
0.39,281.9,Volkswagen,Polo,2011,hybrid,full_service,181,4782.5,light,time,0.0616
1.03,946.6,BMW,3 Series,2015,diesel,oil_change,138,4297.3,light,time,0.1855
2.54,2369.1,Honda,CR-V,2017,electric,oil_change,277,8652.7,light,time,0.2184
4.13,5308.9,Honda,CR-V,2018,petrol,oil_change,46,1936.9,average,time,0.7323
4.78,3936.1,Hyundai,Creta,2022,petrol,full_service,30,836.0,light,time,0.8281
5.5,8104.1,Maruti,Baleno,2013,diesel,inspection,42,2034.0,average,time,0.8002
4.97,4345.3,Hyundai,Creta,2010,petrol,oil_change,7,197.9,light,time,0.9562
1.63,4113.1,Volkswagen,Golf,2014,hybrid,inspection,68,5486.9,heavy,km,0.4229
0.2,521.6,Hyundai,Tucson,2017,hybrid,inspection,142,11478.4,heavy,km,0.0421
0.57,1316.8,Hyundai,Creta,2020,petrol,oil_change,116,8683.2,heavy,km,0.1298
0.95,941.8,Maruti,Swift,2018,electric,full_service,357,10840.1,light,time,0.0749
1.49,4744.9,Maruti,Swift,2016,petrol,full_service,51,5255.1,heavy,km,0.4718
1.41,5034.6,Volkswagen,Polo,2013,petrol,full_service,25,2965.4,heavy,km,0.6274
2.35,8752.4,Toyota,RAV4,2022,petrol,oil_change,19,2247.6,heavy,km,0.7879
0.37,609.6,Maruti,Baleno,2010,hybrid,oil_change,179,8197.1,average,time,0.0588
11.5,29010.4,BMW,X3,2011,electric,brake_service,67,5509.8,heavy,time,0.8403
5.1,3442.2,Volkswagen,Golf,2018,petrol,oil_change,8,182.0,light,time,0.9496
0.23,881.3,Volkswagen,Golf,2022,diesel,oil_change,128,15618.7,heavy,km,0.052
7.62,15704.9,Hyundai,i20,2020,electric,full_service,120,8080.8,average,time,0.6595
1.57,2341.8,Hyundai,Creta,2017,petrol,full_service,120,5757.8,average,time,0.284
0.12,197.7,Maruti,Baleno,2013,petrol,full_service,138,7802.3,average,km,0.0262
0.84,1627.1,Honda,Civic,2017,petrol,inspection,140,8372.9,average,km,0.1542
0.99,1118.5,Toyota,RAV4,2013,petrol,full_service,137,5066.5,average,time,0.1803
2.69,2036.4,Hyundai,Tucson,2021,hybrid,full_service,93,2352.8,light,time,0.4683
0.52,1659.1,Ford,Escape,2021,petrol,oil_change,90,9340.9,heavy,km,0.1507
0.73,2116.4,Honda,CR-V,2010,diesel,oil_change,101,9883.6,heavy,km,0.1803
1.77,1189.8,Honda,Accord,2018,diesel,oil_change,121,2618.7,light,time,0.3081
0.79,2921.1,Honda,CR-V,2018,petrol,full_service,57,7078.9,heavy,km,0.2964
2.91,2791.9,Honda,CR-V,2020,petrol,oil_change,93,2942.6,light,time,0.4894
1.97,1730.0,Maruti,Baleno,2024,hybrid,full_service,119,3436.5,light,time,0.3343
1.19,1766.1,BMW,X3,2020,petrol,oil_change,171,8233.9,average,km,0.1749
3.82,3347.7,Ford,Escape,2024,diesel,oil_change,63,1799.3,light,time,0.6479
3.24,3017.4,Ford,Fiesta,2023,diesel,inspection,56,1741.1,average,time,0.6359
3.43,2375.9,Honda,Accord,2014,hybrid,inspection,91,2088.9,light,time,0.5336
9.33,22975.5,Volkswagen,Polo,2010,electric,oil_change,48,3856.8,heavy,time,0.8562
2.35,1944.2,Honda,CR-V,2019,petrol,full_service,102,2668.1,light,time,0.4117
1.54,3340.8,Volkswagen,Golf,2021,petrol,inspection,109,7659.2,heavy,km,0.3003
4.82,8223.2,Hyundai,Tucson,2013,hybrid,oil_change,26,1376.8,average,km,0.8506
3.38,5503.4,Maruti,Vitara,2022,diesel,full_service,54,2951.5,average,time,0.654
0.29,465.5,Honda,Civic,2019,petrol,inspection,175,9534.5,average,km,0.0487
0.95,2783.7,Honda,Accord,2017,petrol,brake_service,73,7216.3,heavy,km,0.2838
4.24,5823.0,Honda,Accord,2020,petrol,oil_change,49,2210.9,average,time,0.7241
9.41,15702.7,Maruti,Swift,2010,electric,inspection,93,5077.2,average,time,0.755
6.33,9541.3,Honda,Accord,2014,diesel,inspection,34,1698.7,average,time,0.8487
3.14,9832.1,Volkswagen,Golf,2018,petrol,full_service,2,167.9,heavy,km,0.9813
2.71,8143.7,Toyota,Camry,2023,diesel,full_service,83,8356.3,heavy,km,0.4967
3.86,2502.2,Toyota,RAV4,2023,petrol,oil_change,71,1528.1,light,time,0.6231
0.45,1560.7,Hyundai,Creta,2020,diesel,oil_change,115,13439.3,heavy,km,0.1064
1.91,5455.7,Toyota,RAV4,2020,petrol,oil_change,48,4544.3,heavy,km,0.5493
3.09,4711.4,Hyundai,Creta,2024,petrol,full_service,57,2829.0,average,time,0.6229
3.8,4690.2,Honda,Civic,2015,petrol,oil_change,63,2561.1,average,time,0.6485
2.84,3221.7,Honda,Civic,2012,diesel,oil_change,96,3629.2,average,time,0.4738
8.7,9085.8,BMW,X3,2012,electric,oil_change,65,2233.8,average,time,0.8026
1.03,661.0,Honda,CR-V,2023,petrol,inspection,170,3771.7,light,time,0.1557
2.58,8733.6,Honda,Civic,2016,petrol,oil_change,11,1266.4,heavy,km,0.8749
0.68,600.6,BMW,X3,2010,petrol,oil_change,164,4721.4,light,time,0.1114
2.8,2985.2,Volkswagen,Tiguan,2024,hybrid,inspection,103,3540.4,light,time,0.4531
2.93,5356.1,Toyota,RAV4,2013,petrol,full_service,44,2643.9,average,km,0.6686
1.7,1926.9,Maruti,Vitara,2017,diesel,oil_change,123,4379.2,average,time,0.2969
3.95,7226.0,Maruti,Swift,2015,petrol,inspection,13,774.0,average,km,0.9012
1.59,1348.0,Ford,Fiesta,2010,petrol,oil_change,132,3839.4,light,time,0.2673
1.82,1970.4,Hyundai,Tucson,2022,petrol,oil_change,120,4315.4,light,time,0.3165
3.81,4879.2,Maruti,Vitara,2015,petrol,full_service,66,2740.4,average,time,0.6383
3.32,2230.1,Volkswagen,Golf,2014,hybrid,oil_change,63,1432.1,light,time,0.6171
2.37,1602.9,Honda,Accord,2010,petrol,full_service,102,2151.4,light,time,0.4151
5.23,3537.1,Ford,Focus,2017,electric,full_service,204,4520.1,light,time,0.4384
2.66,4370.7,Volkswagen,Polo,2018,diesel,full_service,100,5412.0,average,time,0.4466
5.57,4974.1,BMW,5 Series,2011,petrol,oil_change,0,11.6,light,time,0.9976
5.63,8842.9,Maruti,Vitara,2012,electric,full_service,178,9156.2,average,time,0.4911
9.0,11873.7,Ford,Fiesta,2014,electric,oil_change,51,2216.3,average,time,0.8426
3.5,4078.3,Hyundai,i20,2014,petrol,inspection,73,2741.7,average,time,0.5947
0.1,228.8,Hyundai,i20,2020,diesel,full_service,193,10809.1,average,time,0.0159
2.61,4725.9,Maruti,Baleno,2015,diesel,oil_change,114,6789.7,average,time,0.4113
3.73,3688.8,Volkswagen,Tiguan,2021,petrol,brake_service,53,1679.6,light,time,0.6823
2.54,3381.5,Maruti,Swift,2016,hybrid,oil_change,104,4558.6,average,time,0.425
4.13,6315.5,Toyota,Corolla,2014,petrol,oil_change,36,1684.5,average,km,0.7754
0.14,250.5,Ford,Focus,2022,hybrid,brake_service,178,10754.9,average,time,0.0233
1.54,2729.0,Toyota,Corolla,2014,hybrid,inspection,113,6871.0,average,km,0.2934
3.38,4744.8,Ford,Fiesta,2017,diesel,full_service,83,3853.0,average,time,0.5544
1.31,2672.9,Honda,CR-V,2015,petrol,oil_change,77,5327.1,average,km,0.3403
1.24,4851.3,Toyota,RAV4,2022,petrol,brake_service,48,6148.7,heavy,km,0.4421
2.48,3948.1,Ford,Focus,2013,petrol,full_service,76,4051.9,average,km,0.4988
1.38,1353.8,Toyota,RAV4,2024,hybrid,inspection,151,5455.1,light,time,0.2167
5.94,10103.1,BMW,X3,2024,petrol,oil_change,16,896.9,average,km,0.9204
2.52,3657.3,Volkswagen,Polo,2018,petrol,full_service,82,3916.2,average,time,0.485
0.92,1347.3,Maruti,Vitara,2019,hybrid,inspection,154,8065.4,average,time,0.1537
3.66,5152.5,Hyundai,i20,2015,diesel,oil_change,98,4508.3,average,time,0.5315
1.24,1226.2,Maruti,Vitara,2019,hybrid,full_service,121,4102.2,average,time,0.2379
0.99,923.0,Hyundai,Tucson,2017,petrol,oil_change,160,5144.5,light,time,0.1591
3.96,3707.5,Honda,Accord,2010,petrol,oil_change,74,2259.7,light,time,0.6212
